age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit,marital,education,default,day,duration,previous
48,management,157,no,no,cellular,jan,4,-1,unknown,yes,married,tertiary,no,28,417,0
21,entrepreneur,2077,no,no,cellular,aug,1,-1,unknown,yes,single,tertiary,no,5,323,0
36,management,6641,no,no,cellular,jul,4,-1,unknown,no,married,tertiary,no,30,105,0
46,blue-collar,640,yes,no,cellular,sep,2,129,failure,yes,married,secondary,no,11,108,2
23,management,2605,yes,no,unknown,may,6,-1,unknown,no,single,tertiary,no,7,278,0
38,admin.,0,yes,no,cellular,jul,1,-1,unknown,no,divorced,secondary,no,21,93,0
33,self-employed,658,yes,no,cellular,oct,1,208,success,yes,single,tertiary,no,21,307,1
40,technician,47,yes,no,cellular,may,1,365,failure,no,single,tertiary,no,5,159,1
25,student,1608,no,no,cellular,apr,2,-1,unknown,yes,single,secondary,no,30,664,0
36,technician,4136,yes,no,unknown,may,3,-1,unknown,yes,single,secondary,no,30,812,0
40,management,964,yes,no,telephone,may,3,-1,unknown,no,married,tertiary,no,13,95,0
46,housemaid,3512,no,no,cellular,oct,1,197,failure,yes,married,primary,no,30,175,1
40,blue-collar,2805,yes,no,cellular,may,6,353,failure,no,married,primary,no,14,173,23
57,retired,-12,no,yes,cellular,aug,8,-1,unknown,no,married,primary,no,12,80,0
49,admin.,167,no,yes,cellular,jul,1,-1,unknown,no,married,secondary,no,9,51,0
28,services,168,no,no,cellular,jan,1,194,other,yes,single,secondary,no,12,387,1
54,management,2587,no,no,cellular,jun,2,-1,unknown,yes,married,primary,no,2,236,0
28,services,1636,yes,no,cellular,may,1,355,failure,no,single,secondary,no,18,97,2
29,blue-collar,5903,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,8,194,0
33,self-employed,409,no,no,cellular,sep,1,97,success,yes,married,secondary,no,8,165,4
31,management,0,yes,yes,cellular,may,3,352,failure,no,single,tertiary,no,14,117,3
32,blue-collar,138,yes,no,cellular,may,2,-1,unknown,no,single,secondary,no,15,215,0
39,management,1873,no,no,unknown,jun,2,-1,unknown,no,married,primary,no,9,161,0
33,blue-collar,842,no,no,cellular,aug,4,-1,unknown,no,married,secondary,no,29,111,0
33,blue-collar,1,yes,no,cellular,apr,1,-1,unknown,no,single,primary,no,20,257,0
44,self-employed,680,yes,no,telephone,jul,4,-1,unknown,no,married,unknown,no,30,84,0
33,services,227,yes,yes,cellular,aug,2,-1,unknown,yes,married,secondary,no,13,477,0
31,technician,106,yes,no,unknown,may,13,-1,unknown,no,married,secondary,no,13,101,0
30,blue-collar,128,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,14,273,0
41,services,-19,yes,no,unknown,may,1,-1,unknown,no,divorced,secondary,no,19,201,0
32,technician,945,no,no,cellular,may,3,-1,unknown,no,single,secondary,no,4,312,0
27,admin.,941,yes,no,cellular,jul,1,-1,unknown,no,married,secondary,no,11,124,0
28,technician,558,yes,no,cellular,may,1,-1,unknown,no,single,tertiary,no,15,300,0
51,self-employed,1178,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,6,530,0
29,student,163,no,no,cellular,aug,1,-1,unknown,yes,single,tertiary,no,3,249,0
36,blue-collar,249,yes,no,cellular,may,5,-1,unknown,yes,married,secondary,no,15,709,0
62,retired,1084,no,no,cellular,apr,1,-1,unknown,yes,married,primary,no,14,505,0
40,unemployed,7968,no,no,cellular,sep,1,93,success,yes,single,tertiary,no,3,733,1
31,technician,176,no,no,cellular,aug,4,-1,unknown,no,single,tertiary,no,21,241,0
43,services,550,yes,no,cellular,may,2,-1,unknown,no,single,secondary,no,13,107,0
33,management,-139,no,no,cellular,jul,1,-1,unknown,no,married,tertiary,no,8,290,0
31,technician,2916,no,no,cellular,aug,2,-1,unknown,no,single,secondary,no,14,174,0
64,retired,846,no,no,cellular,feb,1,181,failure,yes,married,tertiary,no,11,671,3
52,management,1227,no,no,cellular,aug,4,-1,unknown,yes,married,tertiary,no,22,1123,0
53,housemaid,2581,no,no,cellular,oct,1,189,failure,yes,married,primary,no,21,828,1
40,blue-collar,-35,yes,no,cellular,may,3,-1,unknown,no,married,primary,no,18,194,0
44,services,2557,yes,no,cellular,apr,1,181,success,yes,married,primary,no,14,250,8
52,services,659,no,no,cellular,oct,1,-1,unknown,yes,married,secondary,no,27,113,0
57,housemaid,2326,no,no,cellular,oct,1,194,success,yes,married,tertiary,no,28,207,1
69,retired,2144,no,no,cellular,jul,1,184,success,yes,single,tertiary,no,29,417,4
33,management,0,yes,no,cellular,may,1,-1,unknown,yes,single,tertiary,no,13,585,0
33,blue-collar,390,yes,no,unknown,may,2,-1,unknown,yes,divorced,primary,no,9,665,0
44,technician,314,yes,no,unknown,aug,1,651,success,no,divorced,secondary,no,12,18,1
39,admin.,260,yes,no,cellular,aug,2,116,failure,yes,married,secondary,no,11,175,2
59,admin.,2145,no,no,telephone,nov,2,-1,unknown,no,married,secondary,no,17,273,0
30,technician,2544,no,no,cellular,apr,2,-1,unknown,yes,single,secondary,no,8,108,0
25,student,1003,no,no,cellular,aug,1,-1,unknown,yes,single,unknown,no,12,361,0
35,management,8000,no,no,cellular,may,1,90,success,yes,married,tertiary,no,13,331,3
50,unemployed,588,no,no,cellular,jul,3,-1,unknown,no,single,secondary,no,31,649,0
46,technician,2149,yes,no,cellular,apr,2,-1,unknown,yes,married,secondary,no,15,282,0
30,admin.,270,no,no,cellular,feb,1,-1,unknown,yes,single,secondary,no,9,123,0
56,management,563,yes,no,cellular,may,2,168,failure,no,married,tertiary,no,6,100,1
42,management,7702,no,no,cellular,feb,2,-1,unknown,yes,divorced,unknown,no,16,138,0
52,blue-collar,1500,no,yes,unknown,jun,3,-1,unknown,no,married,secondary,no,20,109,0
92,retired,775,no,no,cellular,jan,4,96,success,yes,married,unknown,no,26,164,3
46,services,0,no,no,unknown,jun,3,-1,unknown,yes,divorced,secondary,no,20,1023,0
33,management,5276,no,no,cellular,nov,1,-1,unknown,no,single,tertiary,no,4,572,0
47,admin.,0,no,no,cellular,jan,1,-1,unknown,no,single,tertiary,no,29,137,0
52,management,291,no,no,cellular,aug,3,-1,unknown,no,married,tertiary,no,21,150,0
37,admin.,0,no,no,unknown,jun,1,-1,unknown,no,married,secondary,yes,9,89,0
34,management,0,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,29,120,0
34,management,0,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,6,139,0
42,technician,-78,yes,yes,cellular,jul,23,-1,unknown,no,divorced,secondary,no,29,10,0
49,admin.,0,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,22,115,0
30,management,10884,no,no,cellular,may,2,-1,unknown,yes,married,tertiary,no,4,333,0
31,blue-collar,892,yes,no,cellular,jul,22,-1,unknown,no,married,secondary,no,29,25,0
35,technician,670,no,no,cellular,apr,4,182,success,yes,single,tertiary,no,13,278,2
33,technician,0,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,13,78,0
53,technician,988,no,no,cellular,aug,5,-1,unknown,yes,married,tertiary,no,20,1408,0
29,blue-collar,455,no,no,telephone,may,2,36,success,yes,single,tertiary,no,27,214,1
36,blue-collar,1503,no,no,cellular,nov,1,-1,unknown,no,married,primary,no,19,138,0
40,blue-collar,100,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,29,218,0
34,technician,179,no,no,cellular,aug,3,-1,unknown,no,single,secondary,no,19,294,0
31,self-employed,17924,yes,no,cellular,may,1,174,failure,yes,single,tertiary,no,14,745,3
27,management,2648,no,no,cellular,feb,1,-1,unknown,yes,single,tertiary,no,5,917,0
35,management,0,no,yes,cellular,aug,4,-1,unknown,no,single,tertiary,no,14,370,0
27,services,0,yes,no,cellular,jul,13,-1,unknown,no,married,secondary,no,23,198,0
30,management,186,yes,no,cellular,nov,3,-1,unknown,no,single,secondary,no,20,235,0
49,blue-collar,298,yes,no,cellular,apr,2,86,failure,no,married,secondary,no,30,264,3
36,blue-collar,1127,yes,no,cellular,jul,1,-1,unknown,no,single,secondary,no,10,455,0
43,technician,310,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,29,291,0
72,retired,3856,no,no,cellular,dec,4,115,other,yes,married,primary,no,10,582,1
43,blue-collar,14646,no,no,cellular,oct,1,-1,unknown,yes,married,secondary,no,23,210,0
57,technician,470,no,no,cellular,aug,3,-1,unknown,yes,divorced,secondary,no,5,480,0
58,unemployed,687,yes,no,cellular,apr,2,-1,unknown,yes,married,secondary,no,30,341,0
52,technician,2557,no,no,cellular,jul,1,156,other,yes,married,tertiary,no,8,340,1
37,admin.,9,yes,no,cellular,may,1,-1,unknown,no,single,secondary,no,14,165,0
33,blue-collar,-14,yes,no,cellular,may,2,-1,unknown,no,single,secondary,no,14,223,0
55,blue-collar,890,no,no,cellular,aug,2,-1,unknown,yes,married,unknown,no,22,1329,0
57,services,-752,yes,no,unknown,may,1,-1,unknown,no,divorced,secondary,no,28,102,0
54,technician,1938,no,yes,cellular,jul,3,-1,unknown,yes,married,secondary,no,28,551,0
36,management,563,no,no,unknown,jun,4,-1,unknown,no,divorced,tertiary,no,20,10,0
32,management,141,yes,no,cellular,may,3,89,success,no,married,tertiary,no,4,78,9
29,blue-collar,104,yes,no,cellular,may,4,-1,unknown,yes,married,secondary,no,18,903,0
52,housemaid,135,no,no,cellular,aug,9,-1,unknown,no,married,primary,no,8,172,0
35,services,0,yes,no,cellular,jul,1,-1,unknown,no,married,secondary,no,24,810,0
54,management,366,yes,no,unknown,may,1,-1,unknown,no,married,primary,no,15,589,0
34,management,123,no,no,cellular,feb,3,-1,unknown,yes,married,tertiary,no,3,301,0
53,services,-291,yes,yes,unknown,may,1,-1,unknown,yes,divorced,primary,no,7,591,0
48,blue-collar,418,yes,no,unknown,may,3,-1,unknown,no,married,primary,no,9,102,0
33,student,1536,no,no,cellular,feb,1,92,success,yes,married,secondary,no,9,359,3
33,blue-collar,700,no,no,cellular,apr,1,80,success,yes,single,tertiary,no,30,169,2
57,management,657,yes,no,telephone,may,5,-1,unknown,no,married,secondary,no,11,20,0
54,retired,522,no,yes,cellular,jul,3,-1,unknown,no,married,secondary,no,14,81,0
46,blue-collar,922,yes,no,telephone,jul,1,-1,unknown,yes,married,secondary,no,8,576,0
43,management,0,yes,no,cellular,jul,1,-1,unknown,no,married,tertiary,no,21,474,0
46,blue-collar,2775,no,yes,cellular,jul,1,-1,unknown,no,divorced,primary,no,8,188,0
57,management,10583,no,no,cellular,mar,1,178,success,yes,married,tertiary,no,25,272,6
45,technician,1831,no,no,cellular,may,2,-1,unknown,yes,married,secondary,no,27,275,0
60,management,79,no,no,unknown,jun,3,-1,unknown,no,married,tertiary,no,11,48,0
42,blue-collar,260,yes,no,telephone,jul,2,-1,unknown,no,married,primary,no,31,175,0
30,technician,4060,no,no,cellular,feb,1,93,other,yes,single,tertiary,no,3,179,1
23,admin.,1104,yes,no,unknown,may,2,-1,unknown,no,single,secondary,no,12,120,0
73,retired,2575,no,no,cellular,aug,1,-1,unknown,no,married,tertiary,no,17,152,0
26,unemployed,285,yes,no,cellular,may,2,342,failure,no,married,secondary,no,6,265,2
55,admin.,602,no,no,cellular,sep,1,98,success,yes,married,secondary,no,7,350,5
49,blue-collar,598,yes,no,cellular,may,6,-1,unknown,no,married,secondary,no,15,219,0
44,unemployed,0,yes,no,cellular,feb,1,272,failure,yes,married,secondary,no,2,699,1
34,blue-collar,640,yes,no,cellular,apr,2,-1,unknown,yes,married,secondary,no,29,636,0
54,admin.,1693,no,no,cellular,apr,1,87,other,yes,divorced,secondary,no,30,1277,2
26,student,97,no,no,cellular,aug,1,-1,unknown,no,single,tertiary,no,27,382,0
57,retired,5313,no,no,cellular,dec,2,196,success,yes,married,secondary,no,16,283,1
34,technician,1313,no,no,cellular,aug,1,21,failure,no,single,secondary,no,12,176,6
51,management,441,yes,no,cellular,may,2,167,other,no,married,secondary,no,7,189,2
34,admin.,151,yes,no,cellular,may,1,370,other,yes,single,secondary,no,12,590,1
21,student,2488,no,no,cellular,jun,6,169,success,yes,single,secondary,no,30,258,3
55,services,606,no,yes,cellular,nov,2,-1,unknown,no,married,tertiary,no,18,114,0
48,housemaid,46,no,no,cellular,aug,2,180,failure,yes,single,primary,no,3,113,1
38,technician,-397,yes,yes,cellular,jul,9,-1,unknown,no,divorced,secondary,no,21,91,0
51,technician,825,no,no,cellular,nov,3,-1,unknown,yes,married,tertiary,no,17,977,0
54,management,1168,no,no,telephone,may,5,-1,unknown,no,married,tertiary,no,4,150,0
41,blue-collar,4910,yes,no,cellular,apr,1,-1,unknown,no,married,secondary,no,3,1090,0
36,management,1841,yes,no,cellular,aug,4,-1,unknown,no,single,tertiary,no,25,141,0
58,housemaid,237,no,no,telephone,jul,3,-1,unknown,no,married,primary,no,18,200,0
31,admin.,-422,yes,no,cellular,may,2,329,other,no,single,secondary,no,18,64,15
33,technician,8023,no,no,cellular,nov,1,105,failure,no,married,tertiary,no,30,107,3
30,unknown,6929,no,no,cellular,nov,1,-1,unknown,no,single,unknown,no,19,341,0
43,blue-collar,740,yes,no,unknown,jun,2,-1,unknown,yes,single,secondary,no,20,585,0
23,student,486,no,no,cellular,mar,1,-1,unknown,no,single,secondary,no,3,87,0
42,services,1301,yes,no,cellular,jul,6,-1,unknown,no,married,secondary,no,21,510,0
31,technician,882,no,no,cellular,jun,1,-1,unknown,yes,single,tertiary,no,3,411,0
23,blue-collar,537,yes,no,cellular,may,1,353,other,no,single,secondary,no,7,172,2
36,admin.,10041,yes,no,cellular,nov,2,184,other,no,single,secondary,no,20,91,1
45,management,1,no,no,cellular,aug,2,-1,unknown,yes,divorced,tertiary,no,6,490,0
33,technician,72,yes,no,unknown,may,1,-1,unknown,no,married,secondary,yes,6,623,0
34,technician,1039,no,no,cellular,aug,3,-1,unknown,no,single,tertiary,no,11,342,0
70,retired,0,no,no,cellular,sep,1,-1,unknown,yes,divorced,secondary,no,8,206,0
28,blue-collar,1984,yes,no,cellular,may,2,14,failure,no,single,tertiary,no,4,32,1
32,services,454,yes,no,cellular,jul,1,-1,unknown,yes,divorced,secondary,no,18,978,0
28,management,203,no,no,cellular,jan,2,-1,unknown,no,single,tertiary,no,29,145,0
42,entrepreneur,46,no,no,cellular,feb,1,-1,unknown,no,married,secondary,no,2,1013,0
39,technician,1355,yes,no,cellular,may,1,-1,unknown,yes,single,secondary,no,14,1180,0
30,management,850,no,no,cellular,aug,2,-1,unknown,yes,married,secondary,no,12,507,0
49,blue-collar,-9,yes,yes,unknown,may,1,-1,unknown,no,divorced,primary,no,5,389,0
44,technician,9192,yes,no,unknown,jun,3,-1,unknown,no,divorced,tertiary,no,6,59,0
32,technician,0,yes,yes,cellular,may,2,-1,unknown,yes,single,tertiary,no,13,440,0
30,blue-collar,501,yes,yes,cellular,nov,1,177,failure,yes,married,secondary,no,20,994,1
34,management,291,no,no,cellular,aug,2,-1,unknown,no,divorced,secondary,no,7,91,0
93,retired,775,no,no,cellular,jul,2,177,success,yes,married,unknown,no,22,860,7
28,student,3054,no,no,cellular,apr,1,80,other,yes,single,tertiary,no,30,384,6
88,retired,433,no,no,telephone,sep,1,274,failure,no,married,secondary,no,15,161,1
51,entrepreneur,2109,no,no,cellular,apr,1,181,success,no,divorced,tertiary,no,12,119,2
40,technician,694,yes,no,cellular,jun,2,119,failure,yes,married,secondary,no,3,431,9
46,technician,488,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,5,92,0
34,technician,294,yes,no,cellular,jun,3,-1,unknown,yes,married,secondary,no,8,301,0
55,entrepreneur,538,yes,no,cellular,aug,2,-1,unknown,yes,divorced,secondary,no,7,353,0
50,technician,3176,no,no,cellular,aug,1,-1,unknown,yes,married,secondary,no,7,670,0
31,technician,165,no,no,cellular,may,4,-1,unknown,no,married,tertiary,no,15,218,0
42,technician,1364,yes,no,unknown,may,6,-1,unknown,yes,single,secondary,no,15,1867,0
37,management,332,yes,no,cellular,aug,2,84,failure,no,married,tertiary,no,14,190,7
46,admin.,2889,yes,no,cellular,may,1,-1,unknown,yes,single,tertiary,no,5,494,0
40,self-employed,10346,no,no,cellular,jun,2,207,other,yes,single,tertiary,no,15,491,1
33,technician,1636,yes,no,cellular,may,1,66,success,yes,single,tertiary,no,4,592,1
32,management,131,no,no,unknown,jun,3,-1,unknown,no,single,tertiary,no,3,267,0
33,technician,2362,yes,no,cellular,aug,4,-1,unknown,no,married,secondary,no,26,271,0
33,management,133,yes,no,unknown,may,4,-1,unknown,no,married,tertiary,no,26,308,0
58,management,5701,no,no,cellular,feb,1,-1,unknown,yes,divorced,tertiary,no,2,521,0
58,retired,13,no,no,cellular,aug,4,-1,unknown,no,married,secondary,no,7,92,0
49,technician,229,no,no,cellular,aug,2,-1,unknown,no,divorced,secondary,no,8,219,0
71,retired,275,no,no,cellular,jun,1,425,success,yes,divorced,primary,no,14,293,1
57,management,0,no,no,unknown,may,1,-1,unknown,no,divorced,unknown,no,13,95,0
35,management,243,yes,no,unknown,may,3,-1,unknown,no,single,tertiary,no,12,102,0
30,technician,2567,no,no,cellular,jun,4,-1,unknown,yes,single,secondary,no,18,813,0
42,self-employed,1216,yes,no,cellular,apr,1,521,failure,yes,married,secondary,no,23,296,1
31,services,671,yes,no,unknown,may,3,-1,unknown,no,single,secondary,no,7,193,0
29,admin.,-309,yes,yes,unknown,jun,1,-1,unknown,no,single,secondary,no,4,215,0
40,unemployed,1077,yes,yes,cellular,nov,2,-1,unknown,no,married,secondary,no,17,148,0
46,housemaid,312,yes,yes,cellular,jul,7,-1,unknown,no,married,primary,no,25,137,0
41,technician,0,no,no,unknown,jun,1,-1,unknown,no,married,tertiary,no,20,95,0
60,retired,404,no,no,cellular,mar,2,196,failure,yes,married,secondary,no,5,308,2
48,services,-110,no,yes,unknown,jun,2,-1,unknown,no,divorced,primary,no,19,164,0
34,blue-collar,79,no,no,telephone,jul,4,-1,unknown,yes,single,primary,no,10,336,0
49,services,933,no,yes,cellular,jul,33,-1,unknown,no,divorced,secondary,no,29,92,0
35,blue-collar,520,yes,no,cellular,apr,1,-1,unknown,yes,married,unknown,no,17,476,0
42,technician,541,yes,no,cellular,feb,1,-1,unknown,yes,single,secondary,no,5,656,0
37,admin.,597,no,no,cellular,jun,1,-1,unknown,yes,married,secondary,no,2,395,0
30,management,4328,no,no,cellular,apr,3,189,other,yes,married,tertiary,no,30,262,11
45,blue-collar,-207,no,no,cellular,jul,2,-1,unknown,yes,divorced,primary,no,15,878,0
28,blue-collar,1285,no,no,telephone,jan,2,2,other,no,single,secondary,no,30,199,17
37,admin.,3221,no,no,cellular,jun,2,376,other,yes,married,tertiary,no,15,379,13
46,self-employed,0,no,no,unknown,aug,1,-1,unknown,no,divorced,secondary,no,10,6,0
30,management,46,no,no,cellular,aug,3,-1,unknown,no,divorced,tertiary,no,13,382,0
26,student,5169,yes,no,cellular,may,1,35,failure,yes,single,tertiary,no,25,397,2
46,blue-collar,138,no,no,cellular,nov,1,-1,unknown,no,divorced,secondary,no,19,277,0
34,admin.,2378,yes,yes,telephone,jul,1,-1,unknown,no,married,secondary,no,10,92,0
39,management,710,yes,no,cellular,jul,2,-1,unknown,no,married,tertiary,no,11,211,0
32,blue-collar,902,yes,no,unknown,may,2,-1,unknown,no,married,primary,no,27,106,0
41,services,0,yes,yes,cellular,jun,2,122,failure,yes,married,secondary,no,4,352,2
58,entrepreneur,853,no,no,unknown,jun,2,-1,unknown,yes,married,tertiary,no,5,1149,0
42,blue-collar,419,no,no,cellular,jul,3,-1,unknown,no,single,secondary,no,7,88,0
57,management,337,no,no,cellular,feb,2,-1,unknown,no,married,tertiary,no,5,59,0
46,blue-collar,874,no,no,cellular,aug,1,-1,unknown,yes,married,primary,no,6,996,0
42,admin.,214,yes,no,unknown,may,24,-1,unknown,no,married,secondary,no,28,21,0
38,admin.,198,yes,no,unknown,may,2,-1,unknown,yes,divorced,secondary,no,26,431,0
37,management,1113,no,no,cellular,mar,1,182,success,yes,married,tertiary,no,2,229,1
36,admin.,2556,yes,no,cellular,apr,1,-1,unknown,no,single,secondary,no,13,342,0
28,technician,386,no,no,cellular,may,1,-1,unknown,yes,single,tertiary,no,25,867,0
42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,14,34,0
33,services,339,yes,no,unknown,may,4,-1,unknown,no,divorced,secondary,yes,23,496,0
35,technician,6,yes,no,cellular,nov,1,-1,unknown,no,married,tertiary,no,18,47,0
47,blue-collar,125,no,no,cellular,jul,2,-1,unknown,no,married,secondary,no,8,210,0
47,technician,235,no,no,cellular,mar,2,203,other,yes,married,primary,no,2,136,1
48,blue-collar,1230,yes,no,cellular,nov,1,196,success,yes,married,secondary,no,12,169,2
46,blue-collar,922,yes,no,telephone,nov,2,-1,unknown,no,married,secondary,no,18,296,0
60,management,73,no,no,telephone,aug,2,-1,unknown,yes,married,tertiary,no,8,243,0
58,management,2155,no,yes,cellular,feb,2,92,success,yes,married,secondary,no,10,135,5
39,blue-collar,186,yes,no,unknown,may,3,-1,unknown,no,married,primary,no,16,208,0
56,technician,589,yes,no,unknown,oct,1,147,success,yes,married,secondary,no,23,518,2
27,management,843,no,no,cellular,jul,2,185,success,no,single,secondary,no,12,123,1
47,housemaid,1405,no,no,unknown,jun,1,-1,unknown,no,divorced,primary,no,12,127,0
45,blue-collar,844,no,no,unknown,jun,3,-1,unknown,yes,divorced,primary,no,5,1018,0
31,management,30,no,no,cellular,aug,2,-1,unknown,no,single,tertiary,no,8,161,0
29,technician,0,yes,no,cellular,may,2,337,failure,yes,single,tertiary,no,7,347,6
38,management,179,no,no,unknown,aug,4,-1,unknown,yes,married,tertiary,no,8,317,0
28,management,185,no,no,cellular,jan,2,-1,unknown,no,single,tertiary,no,30,651,0
49,technician,2400,no,no,cellular,oct,3,-1,unknown,no,married,secondary,no,21,262,0
37,management,620,yes,no,cellular,nov,3,-1,unknown,no,married,tertiary,no,17,93,0
32,services,2881,no,no,cellular,jul,1,-1,unknown,yes,single,secondary,no,2,356,0
52,housemaid,3283,no,no,unknown,jun,1,-1,unknown,no,married,primary,no,11,553,0
28,admin.,707,yes,no,cellular,may,1,-1,unknown,yes,single,secondary,no,25,226,0
58,management,372,no,yes,unknown,oct,1,-1,unknown,yes,divorced,tertiary,no,29,11,0
60,blue-collar,104,yes,no,unknown,may,1,-1,unknown,no,married,unknown,no,5,22,0
49,blue-collar,1730,yes,no,cellular,aug,2,92,success,yes,married,secondary,no,4,605,4
54,management,1464,no,no,cellular,oct,2,94,success,yes,married,tertiary,no,2,194,1
36,management,2944,no,no,cellular,aug,8,-1,unknown,yes,single,tertiary,no,18,882,0
52,self-employed,517,no,no,cellular,aug,4,-1,unknown,no,married,secondary,no,26,77,0
38,blue-collar,622,yes,no,unknown,may,2,-1,unknown,yes,married,secondary,no,21,611,0
42,management,860,yes,no,unknown,may,3,-1,unknown,no,married,primary,no,15,90,0
41,blue-collar,196,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,13,488,0
51,technician,2682,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,18,56,0
42,blue-collar,803,yes,no,unknown,may,2,-1,unknown,no,married,primary,no,7,171,0
23,housemaid,66,yes,no,cellular,may,2,-1,unknown,yes,married,tertiary,no,7,1391,0
54,blue-collar,244,yes,no,cellular,jul,2,-1,unknown,no,married,primary,no,29,337,0
87,retired,433,no,no,telephone,dec,1,-1,unknown,no,married,secondary,no,15,150,0
36,management,3850,yes,no,cellular,aug,2,100,failure,yes,single,tertiary,no,12,239,4
31,services,182,no,no,cellular,aug,2,-1,unknown,no,married,secondary,no,20,231,0
48,blue-collar,476,no,no,cellular,aug,3,-1,unknown,yes,married,primary,no,11,856,0
27,admin.,454,no,yes,cellular,jul,2,-1,unknown,no,single,secondary,no,15,331,0
35,technician,432,no,no,cellular,aug,8,-1,unknown,no,married,tertiary,no,12,104,0
45,blue-collar,0,no,no,cellular,aug,2,472,success,yes,single,secondary,no,5,374,1
54,admin.,0,no,no,cellular,jan,1,98,failure,yes,married,secondary,no,28,161,2
34,technician,0,yes,no,cellular,aug,1,470,failure,yes,married,secondary,no,3,261,2
32,technician,560,no,no,cellular,aug,4,-1,unknown,yes,married,secondary,no,6,1044,0
32,services,109,yes,no,unknown,jun,13,-1,unknown,no,married,secondary,no,2,364,0
46,admin.,22,no,no,cellular,aug,6,-1,unknown,yes,married,secondary,no,26,388,0
30,services,0,yes,no,cellular,nov,4,-1,unknown,yes,married,secondary,no,21,681,0
43,admin.,1996,no,yes,cellular,jul,3,-1,unknown,no,married,secondary,no,31,34,0
60,admin.,3547,no,no,telephone,jun,6,-1,unknown,yes,married,secondary,no,15,351,0
57,admin.,403,yes,no,cellular,may,1,340,other,yes,married,secondary,no,18,603,2
42,management,-671,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,28,80,0
35,blue-collar,2200,yes,no,cellular,apr,1,-1,unknown,no,married,secondary,no,17,14,0
44,housemaid,3706,no,no,unknown,jun,3,-1,unknown,no,married,primary,no,17,209,0
36,management,1400,yes,no,cellular,may,3,-1,unknown,yes,single,tertiary,no,11,608,0
30,self-employed,251,no,no,cellular,jul,1,-1,unknown,yes,single,tertiary,no,12,537,0
58,blue-collar,544,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,17,97,0
50,management,346,no,no,cellular,feb,1,-1,unknown,yes,married,tertiary,no,6,178,0
33,management,1412,yes,no,unknown,aug,1,-1,unknown,yes,married,tertiary,no,19,480,0
45,technician,0,no,no,cellular,aug,4,-1,unknown,no,single,tertiary,no,22,87,0
35,management,771,yes,yes,cellular,aug,5,-1,unknown,no,divorced,tertiary,no,18,221,0
41,housemaid,39,no,no,cellular,aug,4,-1,unknown,no,married,primary,no,21,299,0
35,blue-collar,0,yes,no,cellular,apr,1,345,other,yes,single,secondary,no,16,1174,4
49,housemaid,889,no,no,telephone,jul,1,-1,unknown,yes,married,primary,no,7,388,0
27,management,1720,no,no,cellular,nov,2,273,failure,yes,single,tertiary,no,3,284,1
37,technician,6101,no,no,cellular,may,5,87,success,no,single,tertiary,no,4,60,1
36,management,849,yes,yes,unknown,may,2,-1,unknown,yes,married,tertiary,no,21,958,0
41,management,3016,yes,no,cellular,jul,3,-1,unknown,no,married,tertiary,no,14,80,0
39,services,410,no,no,unknown,jun,4,-1,unknown,no,single,tertiary,no,19,266,0
28,self-employed,5679,yes,no,cellular,feb,4,-1,unknown,yes,single,secondary,no,9,701,0
55,blue-collar,660,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,5,348,0
53,admin.,-372,yes,no,unknown,may,1,-1,unknown,no,divorced,secondary,no,26,104,0
38,blue-collar,602,yes,no,unknown,may,12,-1,unknown,no,married,secondary,no,30,161,0
50,entrepreneur,223,no,no,cellular,jul,5,-1,unknown,no,divorced,tertiary,no,7,264,0
40,unemployed,219,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,5,357,0
41,admin.,5426,yes,no,unknown,may,2,-1,unknown,no,married,tertiary,no,14,149,0
24,technician,556,yes,no,cellular,aug,2,-1,unknown,yes,married,secondary,no,18,460,0
36,services,528,no,no,cellular,feb,2,-1,unknown,no,single,secondary,no,3,225,0
31,self-employed,17924,yes,no,cellular,nov,3,-1,unknown,no,single,tertiary,no,21,608,0
69,retired,2398,no,no,cellular,apr,1,186,failure,no,married,primary,no,12,161,1
57,retired,5313,no,no,cellular,jun,1,-1,unknown,yes,married,secondary,no,3,200,0
37,technician,-242,yes,no,cellular,aug,6,-1,unknown,yes,single,secondary,no,13,1149,0
56,housemaid,61,no,no,cellular,jun,1,-1,unknown,no,divorced,primary,no,2,144,0
27,services,-195,yes,no,cellular,may,1,-1,unknown,yes,single,secondary,no,18,391,0
